igre,disciplina,poddisciplina,mesto,ime,drzava,rezultat 
Vancouver 2010,alpine skiing,downhill men,17,Manuel Osborne Paradis,CAN,1:55.44
Vancouver 2010,alpine skiing,downhill men,18,Ivica Kostelic,CRO,1:55.49
Vancouver 2010,alpine skiing,downhill men,19,Christof Innerhofer,ITA,1:55.58
Vancouver 2010,alpine skiing,downhill men,20,Steven Nyman,USA,1:55.71
Vancouver 2010,alpine skiing,downhill men,21,Andrew Weibrecht,USA,1:55.74
Vancouver 2010,alpine skiing,downhill men,22,Hans Grugger,AUT,1:55.81
Vancouver 2010,alpine skiing,downhill men,23,Ambrosi Hoffmann,SUI,1:56.04
Vancouver 2010,alpine skiing,downhill men,24,Stephan Keppler,GER,1:56.11
Vancouver 2010,alpine skiing,downhill men,25,Jan Hudec,CAN,1:56.19
Vancouver 2010,alpine skiing,downhill men,26,Guillermo Fayed,FRA,1:56.20
Vancouver 2010,alpine skiing,downhill men,27,Johan Clarey,FRA,1:56.29
Vancouver 2010,alpine skiing,downhill men,28,Andrej Jerman,SLO,1:56.35
Vancouver 2010,alpine skiing,downhill men,29,Patrik Jarbyn,SWE,1:56.58
Vancouver 2010,alpine skiing,downhill men,30,Ondrej Bank,CZE,1:56.66
Vancouver 2010,alpine skiing,downhill men,31,Kjetil Jansrud,NOR,1:56.69
Vancouver 2010,alpine skiing,downhill men,33,Natko Zrncic Dim,CRO,1:57.02
Vancouver 2010,alpine skiing,downhill men,34,Craig Branch,AUS,1:57.19
Vancouver 2010,alpine skiing,downhill men,35,Patrick Staudacher,ITA,1:57.21
Vancouver 2010,alpine skiing,downhill men,36,Petr Zahrobsky,CZE,1:57.44
Vancouver 2010,alpine skiing,downhill men,37,Andrej Krizaj,SLO,1:57.72
Vancouver 2010,alpine skiing,downhill men,38,Edward Drake,GBR,1:57.91
Vancouver 2010,alpine skiing,downhill men,39,Jonathon Brauer,AUS,1:58.08
Vancouver 2010,alpine skiing,downhill men,40,Krystof Kryzl,CZE,1:58.43
Vancouver 2010,alpine skiing,downhill men,41,Ivan Ratkic,CRO,1:58.58
Vancouver 2010,alpine skiing,downhill men,42,Andreas Romar,FIN,1:58.71
Vancouver 2010,alpine skiing,downhill men,43,Markus Larsson,SWE,1:58.82
Vancouver 2010,alpine skiing,downhill men,44,Ferran Terra,ESP,1:58.85
Vancouver 2010,alpine skiing,downhill men,45,Alexander Khoroshilov,RUS,1:59.21
Vancouver 2010,alpine skiing,downhill men,46,Truls Ove Karlsen,NOR,1:59.52
Vancouver 2010,alpine skiing,downhill men,47,Kevin Esteve Rigail,AND,1:59.61
Vancouver 2010,alpine skiing,downhill men,48,Roger Vidosa,AND,1:59.65
Vancouver 2010,alpine skiing,downhill men,49,Maui Gayme,CHI,1:59.76
Vancouver 2010,alpine skiing,downhill men,50,Igor Zakurdaev,KAZ,1:59.80
Vancouver 2010,alpine skiing,downhill men,51,Paul De La Cuesta,ESP,1:59.84
Vancouver 2010,alpine skiing,downhill men,52,Jaroslav Babusiak,SVK,1:59.99
Vancouver 2010,alpine skiing,downhill men,53,Johnny Albertsen,DEN,2:00.12
Vancouver 2010,alpine skiing,downhill men,54,Stepan Zuev,RUS,2:00.58
Vancouver 2010,alpine skiing,downhill men,55,Cristian Javier Simari Birkner,ARG,2:01.67
Vancouver 2010,alpine skiing,downhill men,56,Jorge Mandru,CHI,2:01.72
Vancouver 2010,alpine skiing,downhill men,57,Filip Trejbal,CZE,2:02.57
Vancouver 2010,alpine skiing,downhill men,58,Roberts Rode,LAT,2:03.36
Vancouver 2010,alpine skiing,downhill men,59,Andrey Drygin,TJK,2:04.44
Vancouver 2010,alpine skiing,giant slalom men,1,Carlo Janka,SUI,2:37.83
Vancouver 2010,alpine skiing,giant slalom men,2,Kjetil Jansrud,NOR,2:38.22
Vancouver 2010,alpine skiing,giant slalom men,3,Aksel Lund Svindal,NOR,2:38.44
Vancouver 2010,alpine skiing,giant slalom men,4,Marcel Hirscher,AUT,2:38.52
Vancouver 2010,alpine skiing,giant slalom men,5,Romed Baumann,AUT,2:38.80
Vancouver 2010,alpine skiing,giant slalom men,6,Benjamin Raich,AUT,2:38.83
Vancouver 2010,alpine skiing,giant slalom men,7,Ivica Kostelic,CRO,2:38.88
Vancouver 2010,alpine skiing,giant slalom men,8,Felix Neureuther,GER,2:39.06
Vancouver 2010,alpine skiing,giant slalom men,9,Ted Ligety,USA,2:39.11
Vancouver 2010,alpine skiing,giant slalom men,10,Ales Gorza,SLO,2:39.21
Vancouver 2010,alpine skiing,giant slalom men,11,Massimiliano Blardone,ITA,2:39.35
Vancouver 2010,alpine skiing,giant slalom men,12,Philipp Schoerghofer,AUT,2:39.37
Vancouver 2010,alpine skiing,giant slalom men,13,Steve Missillier,FRA,2:39.43
Vancouver 2010,alpine skiing,giant slalom men,14,Didier Cuche,SUI,2:39.45
Vancouver 2010,alpine skiing,giant slalom men,15,Sandro Viletta,SUI,2:39.54
Vancouver 2010,alpine skiing,giant slalom men,16,Erik Guay,CAN,2:39.63
Vancouver 2010,alpine skiing,giant slalom men,17,Ondrej Bank,CZE,2:39.64
Vancouver 2010,alpine skiing,giant slalom men,18,Alexander Ploner,ITA,2:39.77
Vancouver 2010,alpine skiing,giant slalom men,19,Janez Jazbec,SLO,2:39.96
Vancouver 2010,alpine skiing,giant slalom men,21,Truls Ove Karlsen,NOR,2:40.20
Vancouver 2010,alpine skiing,giant slalom men,22,Manfred Moelgg,ITA,2:40.51
Vancouver 2010,alpine skiing,giant slalom men,23,Krystof Kryzl,CZE,2:40.73
Vancouver 2010,alpine skiing,giant slalom men,24,Robbie Dixon,CAN,2:40.98
Vancouver 2010,alpine skiing,giant slalom men,25,Andrej Sporn,SLO,2:41.05
Vancouver 2010,alpine skiing,giant slalom men,26,Tommy Ford,USA,2:41.15
Vancouver 2010,alpine skiing,giant slalom men,27,Markus Larsson,SWE,2:41.43
Vancouver 2010,alpine skiing,giant slalom men,28,Leif Kristian Haugen,NOR,2:41.78
Vancouver 2010,alpine skiing,giant slalom men,29,Marc Berthod,SUI,2:42.10
Vancouver 2010,alpine skiing,giant slalom men,30,Andreas Romar,FIN,2:42.31
Vancouver 2010,alpine skiing,giant slalom men,31,Jake Zamansky,USA,2:42.35
Vancouver 2010,alpine skiing,giant slalom men,32,Paul De La Cuesta,ESP,2:43.22
Vancouver 2010,alpine skiing,giant slalom men,33,Andrej Krizaj,SLO,2:44.22
Vancouver 2010,alpine skiing,giant slalom men,34,Cristian Javier Simari Birkner,ARG,2:44.63
Vancouver 2010,alpine skiing,giant slalom men,35,Patrick Biggs,CAN,2:44.83
Vancouver 2010,alpine skiing,giant slalom men,36,Andrew Noble,GBR,2:44.85
Vancouver 2010,alpine skiing,giant slalom men,37,Edward Drake,GBR,2:45.13
Vancouver 2010,alpine skiing,giant slalom men,38,Alexander Khoroshilov,RUS,2:45.36
Vancouver 2010,alpine skiing,giant slalom men,39,Filip Trejbal,CZE,2:45.41
Vancouver 2010,alpine skiing,giant slalom men,40,Sergei Maytakov,RUS,2:45.66
Vancouver 2010,alpine skiing,giant slalom men,41,Natko Zrncic Dim,CRO,2:46.01
Vancouver 2010,alpine skiing,giant slalom men,42,Brad Spence,CAN,2:46.24
Vancouver 2010,alpine skiing,giant slalom men,43,Bjoergvin Bjoergvinsson,ISL,2:46.71
Vancouver 2010,alpine skiing,giant slalom men,44,Jaroslav Babusiak,SVK,2:47.12
Vancouver 2010,alpine skiing,giant slalom men,46,Iason Abramashvili,GEO,2:47.23
Vancouver 2010,alpine skiing,giant slalom men,47,David Ryding,GBR,2:48.03
Vancouver 2010,alpine skiing,giant slalom men,48,Stefan Georgiev,BUL,2:48.91
Vancouver 2010,alpine skiing,giant slalom men,49,Ioan Gabriel Nan,ROU,2:50.01
Vancouver 2010,alpine skiing,giant slalom men,50,Jaba Gelashvili,GEO,2:50.32
Vancouver 2010,alpine skiing,giant slalom men,51,Igor Zakurdaev,KAZ,2:51.36
Vancouver 2010,alpine skiing,giant slalom men,52,Jorge Mandru,CHI,2:51.55
Vancouver 2010,alpine skiing,giant slalom men,53,Antonio Ristevski,MKD,2:51.90
Vancouver 2010,alpine skiing,giant slalom men,54,Agustin Torres,ARG,2:53.26
Vancouver 2010,alpine skiing,giant slalom men,55,Mikail Renzhin,ISR,2:53.81
Vancouver 2010,alpine skiing,giant slalom men,56,Jhonatan Longhi,BRA,2:54.03
Vancouver 2010,alpine skiing,giant slalom men,57,Andrey Drygin,TJK,2:55.29
Vancouver 2010,alpine skiing,giant slalom men,58,Marko Rudic,BIH,2:56.36
Vancouver 2010,alpine skiing,giant slalom men,59,Vitalij Rumiancev,LTU,2:56.79
Vancouver 2010,alpine skiing,giant slalom men,60,Porya Saveh Shemshaki,IRI,2:57.70
Vancouver 2010,alpine skiing,giant slalom men,61,Bojan Kosic,MNE,2:58.03
Vancouver 2010,alpine skiing,giant slalom men,62,Kristaps Zvejnieks,LAT,2:58.62
Vancouver 2010,alpine skiing,giant slalom men,63,Erjon Tola,ALB,2:59.27
Vancouver 2010,alpine skiing,giant slalom men,64,Stepan Zuev,RUS,2:59.73
Vancouver 2010,alpine skiing,giant slalom men,65,Stephanos Tsimikalis,GRE,3:00.16
Vancouver 2010,alpine skiing,giant slalom men,66,Deyvid Oprja,EST,3:00.78
Vancouver 2010,alpine skiing,giant slalom men,67,Manfred Oettl Reyes,PER,3:02.05
Vancouver 2010,alpine skiing,giant slalom men,68,Rostyslav Feshchuk,UKR,3:02.53
Vancouver 2010,alpine skiing,giant slalom men,69,Dow Travers,CAY,3:02.89
Vancouver 2010,alpine skiing,giant slalom men,70,Hossein Saveh Shemshaki,IRI,3:05.87
Vancouver 2010,alpine skiing,giant slalom men,71,Marton Bene,HUN,3:05.97
Vancouver 2010,alpine skiing,giant slalom men,72,Jedrij Notz,AZE,3:05.98
Vancouver 2010,alpine skiing,giant slalom men,73,Leyti Seck,SEN,3:06.14
Vancouver 2010,alpine skiing,giant slalom men,74,Samir Azzimani,MAR,3:06.63
Vancouver 2010,alpine skiing,giant slalom men,75,Lei Li 2,CHN,3:07.26
Vancouver 2010,alpine skiing,giant slalom men,76,Dmitry Trelevski,KGZ,3:08.01
Vancouver 2010,alpine skiing,giant slalom men,77,Oleg Shamaev,UZB,3:09.18
Vancouver 2010,alpine skiing,giant slalom men,78,Hubertus Von Hohenlohe,MEX,3:11.47
Vancouver 2010,alpine skiing,giant slalom men,79,Muhammad Abbas,PAK,3:20.58
Vancouver 2010,alpine skiing,giant slalom men,80,Marino Cardelli,SMR,3:25.76
Vancouver 2010,alpine skiing,giant slalom men,81,Jamyang Namgial,IND,3:34.92
Vancouver 2010,alpine skiing,slalom men,1,Giuliano Razzoli,ITA,1:39.32
Vancouver 2010,alpine skiing,slalom men,2,Ivica Kostelic,CRO,1:39.48
Vancouver 2010,alpine skiing,slalom men,3,Andre Myhrer,SWE,1:39.76
Vancouver 2010,alpine skiing,slalom men,4,Benjamin Raich,AUT,1:39.81
Vancouver 2010,alpine skiing,slalom men,5,Marcel Hirscher,AUT,1:40.20
Vancouver 2010,alpine skiing,slalom men,6,Mitja Valencic,SLO,1:40.35
Vancouver 2010,alpine skiing,slalom men,7,Manfred Moelgg,ITA,1:40.45
Vancouver 2010,alpine skiing,slalom men,8,Julien Cousineau,CAN,1:40.66
Vancouver 2010,alpine skiing,slalom men,9,Julien Lizeroux,FRA,1:40.72
Vancouver 2010,alpine skiing,slalom men,10,Reinfried Herbst,AUT,1:40.78
Vancouver 2010,alpine skiing,slalom men,11,Ondrej Bank,CZE,1:40.81
Vancouver 2010,alpine skiing,slalom men,12,Silvan Zurbriggen,SUI,1:40.83
Vancouver 2010,alpine skiing,slalom men,13,Michael Janyk,CAN,1:41.09
Vancouver 2010,alpine skiing,slalom men,14,Mattias Hargin,SWE,1:41.25
Vancouver 2010,alpine skiing,slalom men,15,Marc Gini,SUI,1:41.35
Vancouver 2010,alpine skiing,slalom men,16,Maxime Tissot,FRA,1:41.54
Vancouver 2010,alpine skiing,slalom men,17,Kjetil Jansrud,NOR,1:41.57
Vancouver 2010,alpine skiing,slalom men,18,Akira Sasaki,JPN,1:41.76
Vancouver 2010,alpine skiing,slalom men,19,Natko Zrncic Dim,CRO,1:41.99
Vancouver 2010,alpine skiing,slalom men,20,Kilian Albrecht,BUL,1:42.36
Vancouver 2010,alpine skiing,slalom men,21,Thomas Mermillod Blondin,FRA,1:42.48
Vancouver 2010,alpine skiing,slalom men,22,Jens Byggmark,SWE,1:42.53
Vancouver 2010,alpine skiing,slalom men,23,Alexander Khoroshilov,RUS,1:42.82
Vancouver 2010,alpine skiing,slalom men,24,Nolan Kasper,USA,1:43.17
Vancouver 2010,alpine skiing,slalom men,25,Stefan Georgiev,BUL,1:43.92
Vancouver 2010,alpine skiing,slalom men,26,Cristian Javier Simari Birkner,ARG,1:44.72
Vancouver 2010,alpine skiing,slalom men,27,David Ryding,GBR,1:45.13
Vancouver 2010,alpine skiing,slalom men,28,Christophe Roux,MDA,1:45.75
Vancouver 2010,alpine skiing,slalom men,29,Andrew Noble,GBR,1:46.13
Vancouver 2010,alpine skiing,slalom men,30,Jaroslav Babusiak,SVK,1:46.86
Vancouver 2010,alpine skiing,slalom men,31,Trevor White,CAN,1:47.17
Vancouver 2010,alpine skiing,slalom men,32,Danko Marinelli,CRO,1:47.33
Vancouver 2010,alpine skiing,slalom men,33,Vassilis Dimitriadis,GRE,1:48.16
Vancouver 2010,alpine skiing,slalom men,34,Jeroen Van Den Bogaert,BEL,1:48.56
Vancouver 2010,alpine skiing,slalom men,35,Mikail Renzhin,ISR,1:48.91
Vancouver 2010,alpine skiing,slalom men,36,Marko Rudic,BIH,1:49.16
Vancouver 2010,alpine skiing,slalom men,37,Kristaps Zvejnieks,LAT,1:51.29
Vancouver 2010,alpine skiing,slalom men,38,Igor Zakurdaev,KAZ,1:52.81
Vancouver 2010,alpine skiing,slalom men,39,Rostyslav Feshchuk,UKR,1:53.79
Vancouver 2010,alpine skiing,slalom men,40,Bojan Kosic,MNE,1:55.32
Vancouver 2010,alpine skiing,slalom men,41,Hossein Saveh Shemshaki,IRI,1:56.39
Vancouver 2010,alpine skiing,slalom men,42,Oleg Shamaev,UZB,1:58.05
Vancouver 2010,alpine skiing,slalom men,43,Lei Li 2,CHN,2:00.86
Vancouver 2010,alpine skiing,slalom men,44,Samir Azzimani,MAR,2:02.43
Vancouver 2010,alpine skiing,slalom men,45,Shane O Connor,IRL,2:05.14
Vancouver 2010,alpine skiing,slalom men,46,Hubertus Von Hohenlohe,MEX,2:07.78
Vancouver 2010,alpine skiing,slalom men,47,Kwame Nkrumah Acheampong,GHA,2:22.60
Vancouver 2010,alpine skiing,slalom men,48,Erjon Tola,ALB,2:43.88
Vancouver 2010,alpine skiing,super g men,1,Aksel Lund Svindal,NOR,1:30.34
Vancouver 2010,alpine skiing,super g men,2,Bode Miller,USA,1:30.62
Vancouver 2010,alpine skiing,super g men,3,Andrew Weibrecht,USA,1:30.65
Vancouver 2010,alpine skiing,super g men,4,Werner Heel,ITA,1:30.67
Vancouver 2010,alpine skiing,super g men,5,Erik Guay,CAN,1:30.68
Vancouver 2010,alpine skiing,super g men,6,Christof Innerhofer,ITA,1:30.73
Vancouver 2010,alpine skiing,super g men,7,Patrick Staudacher,ITA,1:30.74
Vancouver 2010,alpine skiing,super g men,8,Carlo Janka,SUI,1:30.83
Vancouver 2010,alpine skiing,super g men,9,Tobias Gruenenfelder,SUI,1:30.90
Vancouver 2010,alpine skiing,super g men,10,Didier Cuche,SUI,1:31.06
Vancouver 2010,alpine skiing,super g men,11,Ales Gorza,SLO,1:31.07
Vancouver 2010,alpine skiing,super g men,12,Kjetil Jansrud,NOR,1:31.21
Vancouver 2010,alpine skiing,super g men,13,Adrien Theaux,FRA,1:31.24
Vancouver 2010,alpine skiing,super g men,14,Benjamin Raich,AUT,1:31.35
Vancouver 2010,alpine skiing,super g men,15,Didier Defago,SUI,1:31.43
Vancouver 2010,alpine skiing,super g men,16,Ivica Kostelic,CRO,1:31.47
Vancouver 2010,alpine skiing,super g men,17,Georg Streitberger,AUT,1:31.49
Vancouver 2010,alpine skiing,super g men,18,Andrej Sporn,SLO,1:31.58
Vancouver 2010,alpine skiing,super g men,19,Ted Ligety,USA,1:31.70
Vancouver 2010,alpine skiing,super g men,20,Mario Scheiber,AUT,1:31.93
Vancouver 2010,alpine skiing,super g men,21,Michael Walchhofer,AUT,1:32.00
Vancouver 2010,alpine skiing,super g men,22,Guillermo Fayed,FRA,1:32.03
Vancouver 2010,alpine skiing,super g men,23,Marco Sullivan,USA,1:32.09
Vancouver 2010,alpine skiing,super g men,25,Lars Myhre,NOR,1:32.36
Vancouver 2010,alpine skiing,super g men,26,Ivan Ratkic,CRO,1:32.67
Vancouver 2010,alpine skiing,super g men,27,Ferran Terra,ESP,1:32.75
Vancouver 2010,alpine skiing,super g men,28,Alexander Khoroshilov,RUS,1:32.84
Vancouver 2010,alpine skiing,super g men,29,Craig Branch,AUS,1:32.89
Vancouver 2010,alpine skiing,super g men,30,Jonathon Brauer,AUS,1:32.92
Vancouver 2010,alpine skiing,super g men,31,Gauthier De Tessieres,FRA,1:33.17
Vancouver 2010,alpine skiing,super g men,32,Edward Drake,GBR,1:33.20
Vancouver 2010,alpine skiing,super g men,33,Roger Vidosa,AND,1:33.65
Vancouver 2010,alpine skiing,super g men,34,Petr Zahrobsky,CZE,1:33.83
Vancouver 2010,alpine skiing,super g men,35,Paul De La Cuesta,ESP,1:34.03
Vancouver 2010,alpine skiing,super g men,36,Stepan Zuev,RUS,1:34.13
Vancouver 2010,alpine skiing,super g men,37,Jaroslav Babusiak,SVK,1:35.25
Vancouver 2010,alpine skiing,super g men,38,Tim Cafe,NZL,1:35.55
Vancouver 2010,alpine skiing,super g men,39,Kevin Esteve Rigail,AND,1:35.67
Vancouver 2010,alpine skiing,super g men,40,Johnny Albertsen,DEN,1:35.69
Vancouver 2010,alpine skiing,super g men,41,Stefan Georgiev,BUL,1:36.32
Vancouver 2010,alpine skiing,super g men,42,Maui Gayme,CHI,1:36.56
Vancouver 2010,alpine skiing,super g men,43,Igor Zakurdaev,KAZ,1:36.97
Vancouver 2010,alpine skiing,super g men,44,Andrey Drygin,TJK,1:38.03
Vancouver 2010,alpine skiing,super g men,45,Stefan Jon Sigurgeirsson,ISL,1:39.12
Vancouver 2010,alpine skiing,alpine combined women,1,Maria Riesch,GER,2:09.14
Vancouver 2010,alpine skiing,alpine combined women,2,Julia Mancuso,USA,2:10.08
Vancouver 2010,alpine skiing,alpine combined women,3,Anja Paerson,SWE,2:10.19
Vancouver 2010,alpine skiing,alpine combined women,4,Kathrin Zettel,AUT,2:10.50
Vancouver 2010,alpine skiing,alpine combined women,5,Tina Maze,SLO,2:10.53
Vancouver 2010,alpine skiing,alpine combined women,6,Fabienne Suter 1,SUI,2:10.85
Vancouver 2010,alpine skiing,alpine combined women,7,Sarka Strachova,CZE,2:11.02
Vancouver 2010,alpine skiing,alpine combined women,8,Johanna Schnarf,ITA,2:11.29
Vancouver 2010,alpine skiing,alpine combined women,9,Michaela Kirchgasser,AUT,2:11.35
Vancouver 2010,alpine skiing,alpine combined women,10,Marie Marchand Arvier,FRA,2:11.82
Vancouver 2010,alpine skiing,alpine combined women,11,Chemmy Alcott,GBR,2:12.51
Vancouver 2010,alpine skiing,alpine combined women,12,Shona Rubens,CAN,2:12.58
Vancouver 2010,alpine skiing,alpine combined women,13,Mona Loeseth,NOR,2:12.68
Vancouver 2010,alpine skiing,alpine combined women,14,Emily Brydon,CAN,2:12.76
Vancouver 2010,alpine skiing,alpine combined women,15,Marusa Ferk,SLO,2:12.98
Vancouver 2010,alpine skiing,alpine combined women,16,Anna Fenninger,AUT,2:13.27
Vancouver 2010,alpine skiing,alpine combined women,17,Kaylin L Richardson,USA,2:13.40
Vancouver 2010,alpine skiing,alpine combined women,18,Elisabeth Goergl,AUT,2:13.58
Vancouver 2010,alpine skiing,alpine combined women,19,Alexandra Coletti,MON,2:13.81
Vancouver 2010,alpine skiing,alpine combined women,20,Sandrine Aubert,FRA,2:13.96
Vancouver 2010,alpine skiing,alpine combined women,21,Leanne Smith,USA,2:13.97
Vancouver 2010,alpine skiing,alpine combined women,22,Jessica Lindell Vikarby,SWE,2:14.16
Vancouver 2010,alpine skiing,alpine combined women,23,Andrea Dettling,SUI,2:14.44
Vancouver 2010,alpine skiing,alpine combined women,24,Mireia Gutierrez,AND,2:15.67
Vancouver 2010,alpine skiing,alpine combined women,25,Agnieszka Gasienica Daniel,POL,2:16.24
Vancouver 2010,alpine skiing,alpine combined women,26,Macarena Simari Birkner,ARG,2:16.37
Vancouver 2010,alpine skiing,alpine combined women,27,Anna Berecz,HUN,2:22.97
Vancouver 2010,alpine skiing,alpine combined women,28,Noelle Barahona,CHI,2:24.25
Vancouver 2010,alpine skiing,downhill women,1,Lindsey Vonn,USA,1:44.19
Vancouver 2010,alpine skiing,downhill women,2,Julia Mancuso,USA,1:44.75
Vancouver 2010,alpine skiing,downhill women,3,Elisabeth Goergl,AUT,1:45.65
Vancouver 2010,alpine skiing,downhill women,4,Andrea Fischbacher,AUT,1:45.68
Vancouver 2010,alpine skiing,downhill women,5,Fabienne Suter 1,SUI,1:46.17
Vancouver 2010,alpine skiing,downhill women,6,Britt Janyk,CAN,1:46.21
Vancouver 2010,alpine skiing,downhill women,7,Marie Marchand Arvier,FRA,1:46.22
Vancouver 2010,alpine skiing,downhill women,8,Maria Riesch,GER,1:46.26
Vancouver 2010,alpine skiing,downhill women,9,Lucia Recchia,ITA,1:46.50
Vancouver 2010,alpine skiing,downhill women,10,Gina Stechert,GER,1:46.93
Vancouver 2010,alpine skiing,downhill women,11,Stacey Cook,USA,1:46.98
Vancouver 2010,alpine skiing,downhill women,12,Nadia Styger,SUI,1:47.22
Vancouver 2010,alpine skiing,downhill women,13,Chemmy Alcott,GBR,1:47.31
Vancouver 2010,alpine skiing,downhill women,14,Regina Sterz,AUT,1:47.53
Vancouver 2010,alpine skiing,downhill women,15,Carolina Ruiz Castillo,ESP,1:47.62
Vancouver 2010,alpine skiing,downhill women,16,Emily Brydon,CAN,1:47.88
Vancouver 2010,alpine skiing,downhill women,17,Aurelie Revillet,FRA,1:47.92
Vancouver 2010,alpine skiing,downhill women,18,Tina Maze,SLO,1:47.94
Vancouver 2010,alpine skiing,downhill women,19,Nadja Jnglin Kamer,SUI,1:48.14
Vancouver 2010,alpine skiing,downhill women,20,Marusa Ferk,SLO,1:48.24
Vancouver 2010,alpine skiing,downhill women,21,Shona Rubens,CAN,1:48.53
Vancouver 2010,alpine skiing,downhill women,22,Johanna Schnarf,ITA,1:48.77
Vancouver 2010,alpine skiing,downhill women,23,Ingrid Jacquemod,FRA,1:48.85
Vancouver 2010,alpine skiing,downhill women,24,Alexandra Coletti,MON,1:48.92
Vancouver 2010,alpine skiing,downhill women,25,Anna Fenninger,AUT,1:49.95
Vancouver 2010,alpine skiing,downhill women,26,Elena Prosteva,RUS,1:50.07
Vancouver 2010,alpine skiing,downhill women,27,Sarka Strachova,CZE,1:50.68
Vancouver 2010,alpine skiing,downhill women,28,Mireia Gutierrez,AND,1:52.87
Vancouver 2010,alpine skiing,downhill women,29,Maria Belen Simari Birkner,ARG,1:53.62
Vancouver 2010,alpine skiing,downhill women,30,Jessica Lindell Vikarby,SWE,1:53.76
Vancouver 2010,alpine skiing,downhill women,31,Macarena Simari Birkner,ARG,1:54.25
Vancouver 2010,alpine skiing,downhill women,32,Agnieszka Gasienica Daniel,POL,1:55.10
Vancouver 2010,alpine skiing,downhill women,33,Maria Kirkova,BUL,1:56.80
